Text,Class
'first class is where its at',Pos
'my day just got better',Pos
'life quote satisfaction is the highest level of happiness and it is easily attained when you have no expectation',Pos
'when my family is happy im posemoti',Pos
'of my lessons have been cancelled',Pos
'no more closing for mee',Pos
'yall i havent had alamo cafe since spring break thats a new record who wants to take a day trip to sa with me',Neg
'keepitup gorgeousman',Pos
'love me some duckdynasty after a night at work comfyinbed',Pos
'bitches be crazy gfprobs crazy breakup',Neg
'you are a coward you have killed our democracy when want what you wont pass guncontrol',Neg
'i lovee the meadowhall student takeover discounts make you want to buy everything lovebeingastudent shopping',Pos
'last day ill have to work with my lab partner in chem whyyousouseless imsureyoureanicepersonthough chemistryisntyourforte',Pos
'finishing my easter egg with a glass of wine whilst watching animalhonours',Pos
'i havent had sex since ugly',Neg
'gave dada sponge bath and foot scrub i guess he was so relaxed that he fell asleep while i was scrubbing his feet',Pos
'i see all the peeps in caps n gowns and i go find me a blade lawstudent',Neg
'hope no one ruins my mood today',Pos
'because i think michael',Neg
'not really bbz kms help',Neg
'i think you gave me your cold sick',Neg
'on twitter i thnk i hve the least fillowers',Neg
'depressing finding my river reggae workers card ayia napa',Neg
'youre gonna get over this you will someday youre gonna be happy again',Pos
'pink thetruthaboutlovetour mypic realartist voice beauty love bercy paris france',Pos
'later i will be a student again ilang oras na lang returnofthecomeback',Pos
'i will not allow others opinions viewpoints or judgements to define me or my self worth courageous',Neg
'me now instacute love best day hi',Pos
'only m i b this time',Neg
'having to sit and wait for my boyfriend to finish watching cat videos on youtube virgin',Neg
'i really wanna speak to you just dont know if you want to speak to me',Neg
'so subway has or footlongs',Neg
'oh yes training day cancelled luckyme relax',Pos
'years of waiting lets hope you get some answers today mom love family hope happiness',Pos
'got an iphone posemoti heart',Pos
'we are pretty bored and ugly brother uglyass smiling relax julio uglymotherfucker',Pos
'its just not the same',Neg
'i was craving some chinese food and apparently my sister can read minds she brought chinese sweet',Pos
'bangingmyheadagainsthewall baseball indians tribe sighh at least my soap was awesome today ejami happy days',Pos
'bon mon telephone est mort donc communication par texto only hein',Neg
'its about to be a long day work not even trying to do it',Neg
'araw araw sunday day day day houseparty lol',Pos
'awe yeah outta class an hour early thats what im talking about basketballtime',Pos
'sew in readyforprom excited',Pos
'hopefully the last night at this hospitall posemoti',Pos
'everyone is focused on quincys video but not promoting justins aatw or voting for him',Neg
'i know i know',Neg
'gemelos crazy ever smile',Pos
'michael broke my i will out drink all you bitches cup that you gave me momentofsilence rip',Neg
'why are they so freaking cute bestfriends nieces love family',Pos
'greys anatomy was a re run',Neg
'birthday boy ceasar year old big fat head bullmastiff gas dog',Pos
'night made loveyoulongtime',Pos
'i really miss the heartsinking concept of texting a crush',Neg
'chinese food and the jonas brothers movie life is perf right now',Pos
'homework and graduation stuff are taking over my life',Pos
'cosied up on the sofa with my onsie on',Pos
'guess whos back yolo missedthis toofar',Pos
'well that confirms everything that i have ever thought',Neg
'saying goodbye to my residents is awful ghosttown keepintouch',Neg
'listen to me came true negemoti instadaily instacartoon',Neg
'lol oh well apparently i dont need to study for the euclid ill probably be asleep by the hour mark anyways twoandahalfhours',Pos
'opticians woop ready for a woman with gross breath to get all up in my face and blind me with her flashy pen',Pos
'black sister smile orange goodpics berenice team244 team243',Pos
'screw my baby godson has just been born great day chuffed',Pos
'with penguins they are so cute posemoti penguins feet feet dufan ancol holiday',Pos
'your so nasty everytime i think about u i want to puke an i dont even see u yourthatnasty eww',Neg
'still cant believe can still be friends with someone after they used her',Neg
'i wish i felt better i love drinking',Neg
'you are a coward you have killed our democracy when want what you wont pass guncontrol',Neg
lawleypopfollowspree,Neg
'bobby just came in walmart to buy beer',Neg
ahh,Pos
'finally finished making my guitar music proud',Pos
'i really hate when we are like this hatefighting iloveyoumorethanyouknow',Neg
'womenlogic buttrue',Neg
'the fact that i want to cry right now but knowing ill get made fun of more if i do negemoti stressed tears',Neg
'i wanna quit but i know its all worth fighting for cake happy mixedemotions afternoonjam',Neg
'prince clouds yeobo handsome cute sweet army instagram seoul south korea',Neg
'plan on having a good day today posemoti posemoti cute photoshoot fun happy springtime',Pos
'thank you for creating a legendary path for djs across the world to follow alwaysaboutthebeat respect',Pos
'be happy because its true behappy happiness fortune felicity peaceandlove',Pos
'jessica day heart barbie girl korea',Pos
'stressed but well dressed fashion',Neg
itshardtosay,Neg
'niggaz be showing dese females to much attention thats why they think dere badd',Neg
'funny u thanks bro it really an honour a rear privilege wen d best apens ur friend',Pos
'when send you this and you get so excited to go to chester zoo baby penguins cute',Pos
'woke up to this text this morning heart boyfriend',Pos
'i got a free nicki minaj poster today yess',Pos
'on my kitchentable',Pos
'heres me not wanting to work tomorrow tired fuckwork',Neg
'rest day today on the squat challenge',Pos
'no dinner again',Neg
'unexpected relationships are the best relationships love life better half mine forever',Pos
'hours sleep',Pos
'footloose posemoti favorite my thursday night posemoti content',Pos
'todays weather was jesus pleased sun',Pos
'i cant do it i miss you come back please hurry',Neg
'the end of marley and me gets me every time',Neg
'want facebook off sad fuck',Neg
'watching germanys next topmodel lol why am i doing this to me crying no srsly',Neg
'if u dont like where u r then change it ur not a tree posemoti',Pos
'home thursday d',Pos
'i got just because cookies today during ceramics posemoti cookies justbecause ceramics',Pos
'not quite sure how to feel about this butiknowithurts upset hurting',Neg
'here i am screwing things up again what is wrong with me what is wrong with me',Neg
'the four faces of england',Neg
'camping out in the huff locker room with many other sweaty people tornadofun',Pos
'bbc london bbc london oxford good time fun studio hi nick famous stars',Pos
'all smiles laid up selife pillow bed knicks',Pos
'aquamarine metallic paper clips give me more than paper holding functionality they give me the feeling of i once felt as a child',Pos
'april was a terrible month needstoleave',Neg
'i love but now that we dont work together anymore we dont really talk anymore we just favorite each others tweets',Neg
'vampire diaries tonight',Pos
'you are what you think create your destiny and be your own author the pen is in your hand',Pos
'negemoti this is a must watch',Neg
'yesterday we prayed for boston and today we pray for texas too',Neg
'not in my happiest mood negemoti',Neg
'with my gayumi friend haha instafriend instapic gwiyomi picoftheday girlfriend smile',Pos
'i miss sports so much',Neg
'im now yes i use to be in the and in the proud keepgoing turnup',Pos
'shameless inhuman and totally barbaric treatment of innocent villagers by the policemen in up village negemoti mangopeople shame',Neg
'i won like one time in beer pong last night',Neg
'wanna watch new york knicks notv bored nothingtodo',Neg
'and thats how you get no friday classes',Pos
'when u find out youre moving to lake forest and to a new school',Neg
'sinking in that im acctually leaving shit',Neg
'looking forward to an artificial holiday afterwork tanned',Pos
'gone and ripped my brand new t bmx stack tableair ripped newt',Neg
'actually did what i had planned to do ya feelsgood',Pos
'i think this is now the time ive watched my penalty from the other night ncfc you me both',Neg
'nighttime cartoons with the one only before bed',Pos
'today is such a good day goodmood spring lovinglife',Pos
'physical therapy in mt peezy this morning',Pos
'shorthairdontcare notreally hashtagabuse',Neg
'we will get our chance soon posemoti miss my favorite couple ever',Neg
'sick of feeling like this',Neg
'too much on my mind mainly him but gotta shake that off asap',Neg
next,Neg
'so stressed about the amount i have to do in the next few weeks upset nolife',Neg
'knows how to go above and beyond a hopeless romantics dreams blessed',Pos
'get it girrl',Pos
'sisters leaving and moving to alaska today about to spend every minute working out so i dont realize shes not home loveyousister',Neg
'i always wonder of what she thinks of me all the messages that i send',Neg
'wtf i dont understand how i managed to do this to myself bump head cry tear random',Neg
'crying in bed miss my daddy so much rest in peace xx crying restinpeace',Neg
'humanity smh',Neg
'this is never going to get better negemoti feelinglost',Neg
'know your truth and keep the lord close to your heart be grateful and give back',Pos
'i think im having withdrawals from my pain meds addict notreally maybealittle seriously',Neg
'boston nohumanity',Neg
'are you kidding with that garbage abortion is legal keep pushing the baby killing so you can make your prolife gosnell',Neg
resonate,Pos
'had a pretty good day today got to hang out with great friend',Pos
'my two adorable child posemoti boy babygirl love laugh adorable fun happy playful chinese',Pos
'friend friends fun tagsforlikes funny love instagood igers friendship party chill',Pos
'so im so emotionally drained right now its insane ugh i just want to freaking cuddle and eat ice cream and cry ihatetheworld',Neg
'no filter shades smile day in my life happiness copper and a car passion',Pos
'i absolutely love sauti sols new song been on repeat as much as riggas new track',Pos
'bigger better stronger power justin bieber justinbieber william me girl cool like',Pos
'fresh trim this weekend',Pos
'the fact that i cant even go on a jog yet',Neg
'time of your life by greenday gets me every time af',Neg
'prayforboston i feel deep sorrow for those lives who have left us for those people with a devillikeheart may jesus bless there soul',Neg
'these weak bitches out here doin way too much over dudes that are not doin shit for them smh',Neg
'me men dark night home live like picture smile love face room light cool hard',Pos
'only one word i have for this vegas birthdaygirl shots ihaveamazingfriends partyrock',Pos
'i got too excited taking photos dropped my phone and killed mr spider',Neg
horribleday,Neg
'life heartbroken broken heartbreak brokenhearts sad hurt pain hurting struggling',Neg
'birthday abah',Pos
'when my maid laughs at us for staying in the kitchen at a thursday night femalepains thestruggle awein a9lan3adi',Neg
'today makes my wanna cry',Neg
'many hundreds injured dead including police and firemen just down the road from us',Neg
'in such a good mood today jammies red',Pos
'i love this guys heart lol fun friends smile party',Pos
'minha gata perfeita love school posemoti ceeam',Pos
'you gotta love those moments when you actually think life is good when youre actually happy posemoti',Pos
'hontiveros we cant say that all catholics are anti rh many of them supported rhlaw vote2013',Pos
'got my pint yay ohyeaa',Pos
'ive sat here for stalking people wtf',Neg
'so true spongebob patrick true friend away moment',Neg
hellyes,Pos
'so woke up after having a dream me and vic were in love and he was carrying me around a venue kissing me why the fuck did i wake up',Neg
'when eric goes to africa i just cry that70sshow negemoti',Neg
'me morning',Pos
'finished my essay',Pos
'days until texas and until nyc excited happy noreally canthandlealltheexcitement',Pos
'backfromschool smile tired excited',Pos
'missed my connection get to spend hours in the atl airport',Pos
'movies in bed at the end of a really crappy day movies bed sleepy badday',Neg
'nothing better than listening asot607 arminvanbuuren love inspiration night happy dont',Neg
'instapic smile jueves beautiful loveme',Pos
'this is a conversation i never wanted to have',Neg
'toronto im back body clock isnt entirely sure whats going on but what a fab start to the trip canada ive missed you posemoti',Pos
'nothing better than andy hamilton playing two games and losing them both',Pos
'cake making postponed',Neg
yepp,Pos
'before defected lashes cheeky smile greatnight selfie',Pos
'what does it take to truly feel',Pos
'got my heels yay yay heels thanksmum',Pos
'brother got me timmys posemoti',Pos
'i have a sick feeling going through me right now hurt mad somanyemotions',Neg
'are you talking about the little boy in texas that lost his hearing negemoti tragic',Neg
'thank you i really need that right now',Neg
'love all my friends lucky loveyouguys',Pos
'the amazing moment when you realise that monday is a public holiday when you just had wednesday off also',Pos
'there are currently billion people in the world living on less than a day year feel fortunate',Neg
'that smile posemoti flowers smile proud igers instapic',Pos
'tweet posemoti',Pos
'i almost dont want to watch bbcan knowing its going to be peters last episode',Neg
'this bitch literally hangs out on her stomach',Neg
'loved waking up to the sun shining down on me',Pos
'i think i am finally say everything has fallen into place content',Pos
's o to for buying me starbucks yesterday',Pos
'i get to spend this beautiful evening with my incredible fianc posemoti mostblessedwomanintheworld thankyoujesus ilovehim godgavemeyou',Pos
'no dinner again oops workaholic this would never happen in brazil my family made sure id eaten and was looked after holidayblues',Neg
'burgerking eat weekend friends hungry instamood instagood',Pos
'the best kind of happiness is when youre and you have no reason at all posemoti',Pos
'sure going to miss this foot tornado saudibound',Neg
'i just miss you',Neg
'honestly cant believe im seeing in june very exciting stuff fanlove',Pos
'the two wenches are obviously in bed together no pun intended ontario voters r asleep at the helm',Neg
'holidayy time bring on some much needed r r steak wine friend family loving in southafrica',Pos
'np life happens',Pos
'hellyea passed',Pos
'i look awkward af when i wink i look like im about to have a seizure o o',Neg
'birthday diana',Pos
'coromandel for nights just the of us what are you going to do by yourself wheres hubby',Pos
'mm coffee awake',Pos
'stressed stressing sad screwed',Neg
'made advanced womens ensemble as a soprano whutwhuut',Pos
'looking at pics of dead friends',Neg
'nt exam two pled papers theo exam theo paper chem exam',Pos
'that moment when youre there for sum1 when they truly need it but its not vice versa',Neg
'nearly shed a tear at how i met your mother naww',Neg
'sat in the tranquil gardens of esteil leaning spanish couldnt be in a nicer setting',Pos
'heart this once again robs working with amazing actors and director mtts',Pos
'photo now this is a fucking bubble bath bubbles bath legs bubblebath love life',Pos
'tbt i want a repeat of last summer neff summer',Pos
'the basics sis its crazy when u got nosey ppl in ur business or tryin to figure out wats goin on',Neg
'ass day',Neg
'crazy face lol cool igers cheers smile fun school',Pos
'got up early cus i couldnt wait any longer and it was defo worth it great start to the day healthy',Pos
'no i said',Pos
'i text like people and thats it',Neg
'big surprises posemoti love',Pos
'i have the most amazing man in life a girl couldnt ask for any better blessed',Pos
'when one person hates you so you feel everyone else does too angry emotions',Neg
'dopest of the dope no complaints',Pos
'no alarm set for the morning and lots of snuggles with my man',Pos
'u lost followers wow',Neg
'nice hot bubble bath while other half is playing golf abbie in bed bubbles peace',Pos
'cant believe this is my last convention',Neg
'call from esther asking for information that ive previously explained and she doesnt seem aware of the complaint',Neg
'free brave love peace reflect remember sky cloud cloudhub skyhub tree grass iphone',Pos
'i love when dylans mom calls me getting along with a mother is a bit different for me',Pos
'i guess the days of heroin chic are not over negemoti',Neg
'hell yeah it makes me',Pos
'big explosion is west tx fertilizer plant blew up pray for victims and families end dead already',Neg
'i am just sick of getin played hurt confused uplate',Neg
'things have changed so much with in a year happy mixedfeelings',Neg
'home from college',Pos
'resorted to dipping biscuits in nutella comforteating',Neg
'i know of coarse it would fall on the weekend of my formal too haha',Neg
'home and laying in my nice cool bed perfection satinbedsheets are the best xx',Pos
'just when i thought my life was going good something has to happen im tired of getting bad news but oh well notagoodday',Neg
'so my new campus has a hospital right across the street i have a better chance of surviving if i get shot hehaw',Pos
'caras felices nice friends smile woman',Pos
'with my super duper idol finally we meet po thanks posemoti kilig dreamcometrue',Pos
'last thing i feel today is conflicted always but not sad perceptionsandreality',Neg
'mad imissyou',Neg
'full day of meetings hours sleep jetlag caffeinemeup',Pos
'going to bed',Pos
'sol jk',Neg
'white vans plus gold lining posemoti contented thanks to you posemoti',Pos
'im officially ill fedup sleep',Neg
'what a tragedy in texas you know its big news when the political commentary channels are doing live coverage at a m actualnews',Neg
'love leaves a memory that no one can steal but sometimes it leaves a heartache that no one else can heal fact',Neg
'just as with the bostonmarathonbombings our hearts prayers go out to the families friends of victims of the wacotexasexplosion',Neg
'breakfast bacon eggs bread food yummy',Pos
'its my birthday and i just want to cry negemoti happy freaking birthday to me',Pos
'and she said goodmorning',Pos
'this weather is the worst rainallday',Neg
'our days are happier when we give pixpirations inspiration quote love',Pos
'that sad moment when you cant to concert because its away on a school night crying',Neg
'demain vacancees tomorrow hollidays',Pos
'really cant watch the news in this messed up world we live in',Neg
'rat poison for dinner pull the cord from the phone im dining alone tonighht so i listen tosayanything',Neg
'the highlight to my day and i didnt wake up',Neg
'my prof let me turn in my project for full points what a nice guy',Pos
'it wouldnt bother me if it was anybody else but it was you and you made me crack',Neg
'being happy settles everything mode activated',Pos
'im so glad were seniors dont have to make this day up sucksfortherestofyou',Pos
'it is thursday ready for class blessday smile thankful energy posemoti posemoti',Pos
'the air condition is on in towers',Pos
'lifeis too short to spend with people who suck the happiness out of you',Pos
'someone take me heree',Pos
'got a c in maths gcse',Pos
'going to get mortal tomorrow even if it is by myself',Neg
'my tweet goes to all my friends and family that will always be here to support me loveyall',Pos
'i love my friends samanthagunn instagramlessandrea friends memories',Pos
'sad but true true joke funny',Neg
'its so weird that i say ill be in town when talking about going to vancouver missit',Neg
'mavs season is officially in the books noplayoffs mffl are u a macs fan',Neg
'went running not for long but i feel great now',Pos
'awesome morning posemoti setting the tone for the day mellow',Pos
'direction le mont saint michel',Pos
'i can sing that song word for word the akon and original version by bobby vinton sadlife',Neg
'me and hannah trying to cure our postconcertdepression not helping onedirection',Neg
'wanna cut cant take it anymore',Neg
'massage and facial after a stressful morning relaxed spa',Pos
'boss guys friends',Pos
'sad times when you are a third wheel to your brother nobody loves me times',Neg
'holler is my least fave fave is sayyoullbethere still sounds as fresh now as it did then and vocals',Pos
'cuddled up on settee with my little lilybot',Pos
'my eyes is tell my heart to not give a fuck cuz there to much bs im seeing moring no days',Pos
'close to dead after a gunman went on a shooting rampage in greece financial crisis in the eurozone takes its toll on the people',Neg
'my feet dont fully touch the floor',Neg
'with congrats posemoti graduation cumlaude uemanila picc happy togodbetheglory',Pos
'it is sad to see so many domestic disputes turning into killings please just walk away instead of pulling a trigger',Neg
'new hair bitches girl smile teeth caramel hair',Pos
'the happiness you feel when you shop',Pos
'the gop further alienates themselves from mainstream america with gun vote its a steady decline of once great party',Neg
'imagine a world with no gay people',Pos
'praying incredibly hard for texas watch this video at your own discretion spread this around',Neg
'parables leaving d hood bruv where to utopia',Pos
'only more week til my b i g day o m g im soo excited i cant stop smiling music',Pos
'everyones bummed about snow but my life is so awesome right now that its not effecting me at all feelsgood goodvibes',Pos
'i am so happy to be in my own bed washington lame bed busyday',Pos
'days igotthis pumped letsgoplaces',Pos
'thoughts and prayers for a very sick gold fish named pierre please dont know how much longer the little guys got negemoti devastated',Neg
'best friend posemoti mary beth crim bestfriend english class curlyhair dontcare',Pos
'want everything to end right now',Neg
'i will be working in two weeks time',Pos
'just found out that wont be a victorias secret model anymore sadtweet',Neg
'times negemoti',Neg
'just knowing i wasnt good enough hurts the worst',Neg
'weeks purge free today posemoti',Pos
'you maki me all the way hais kene middle finger lagi',Neg
'week to go then days off tenerife sunshine',Pos
'shatamt bent shetima wes5a radet b awsa5 menha and i went like rabenna yesam7ik dntwnatalk',Neg
'fofa heart cute love smile life demi lovato stay strong newsingledemi sweet beautiful',Pos
'im wondering why people fall in love with people that will never care about them huh',Neg
'i wanna go home negemoti',Neg
'large fries sunday im very happy mcdopleasee iwant',Neg
'trip to thailand holiday girl girls love tagsforlikes tflers me cute picoftheday',Pos
'sometime life seems like a chapter of goodbyes butkindatrue deeptweet',Neg
'i really wanna go ride today but no i have class negemoti',Neg
'laying in the floor where its cool duckface hott summer feelingbetter',Pos
'no fog this morning just tea lots of people not smiling on the bus idontgetit itsfriday smallthings',Pos
'finally done with senior project forever thank jesus mother omfg no words to explain happiness fuqnan',Pos
'by giving you make yourself makehappy whyigive quotes',Pos
'boutta hop inna shower nd listen to dat whole dream album showerflow herhusband',Neg
'i really wanna be in a better mood right now i swear negemoti',Neg
'made dinner for my lovebug wifeymaterial chef instacollage',Pos
'shane victorinos redsox photo looks like someone just told him whales are mammals and hes like no way',Neg
'shower clean hair fake tan clean pjs and clean bed sheets',Pos
'trusting god is not some sort of key that makes him do things for you weve really americanized the teaching of faith',Neg
birthday,Pos
'ill never ever ever ever ever ever ever ever ever ever ever ever ever have to go to biblical worldview again',Pos
'my own stupidity made me lose a chance for enter in a contest to design a monster for robert rodriguez have i lost my chance to shine',Neg
'me and my little tansey33 sodrunk beachnight oceana',Pos
'finally after the stormy couple of days the sun is back in the mother city aah',Pos
'what a beautiful dayy',Pos
'when your softball tourney gets cancelled oh well get to watch my baseball boys instead posemoti',Neg
goons,Neg
'spring perfectpeonies',Pos
'cwtches anyone films food crying alone hurt',Neg
'jp japan tokyo aoyama prada japanese vacation pic picture instagram instaphoto photo fun like love sun something',Pos
'thanks for hrs of pure bestnight feelinggood',Pos
'its degrees outside what the heck utah its april angry cold',Neg
'smiles adidaworld adida blue white feelingmyself teamwilliams',Pos
'photo ilovekrislynjoy happy birthday jessica jung birthday snsd smile instahappy jessica',Pos
'lemme go home sad',Neg
'got my grades',Pos
'there are very few feelings as good as jumping in your own bed after a week away from it',Pos
'i know and i hate it they can call everyone except the ones that worry about them the most',Neg
'so many opportunities popping up for the future added a grief counseling class to my schedule for the fall counselorintraining',Pos
'definitely poor wee tod i just wanna bring him in my house dog is totally brain washed',Neg
'brooklynny stop by and have a beer or margarita during hour in their beergarden and order',Pos
'im an auntie my lil one is here born this morning',Pos
'you are a coward you have killed our democracy when want what you wont pass guncontrol',Neg
'my life tho',Pos
'one of my pals died months ago today',Neg
'when u become immune to peoples feelings and dumb shit',Pos
'so i figured out how to see old deleted messages on iphone now im depressed breakups girlprobs',Neg
'wc highschool moments sandra loveher beautiful spring long hair sunnyday',Pos
'proud decentlyrics feedback',Pos
'good luck g drug test time',Pos
'keep smiling',Pos
'why cant you notice me',Neg
'sick of crying tired of trying yes im smiling but inside im dying this tho fakesmiling',Neg
'lunch daate bestfriend eeh yes nakagala na din throwback smile love bestfriend',Pos
'the sounds of nusrat fateh ali khan echoing on bbc',Pos
'dang son she is the definition of a butherface',Neg
'nico upset early infidelity in his relationship exgirlfriend pissed mad girl boy',Neg
noh,Neg
'why whathappendtous thingschange',Neg
'i hope you know that you are seriously wrecking my whole life notunderstanding',Neg
'hmm not quite few nights away',Pos
'a blast again bangaloreblast',Neg
movingon,Neg
'i believe that the result of happiness comes from being content with your surroundings',Pos
'points in the bag cfc chelsea',Pos
'long soak in the tub always a good idea',Pos
'seems like a friendship just ended so suddenly',Neg
'friday tomorrow',Pos
'today is going to be a tough day fact',Neg
'instapic instagirl instacool bestoftheday like4like iphone sunglasses curly hair',Pos
'boston marathon memorial service prayer toughday getglue cnn',Neg
'vegas wind stratosphere sky clouds i northbound',Neg
'seeing this preggo chick trying to cuff her own man lol',Neg
'tears runnin down my face lonely thats what i need but wishin u were here for me',Neg
'what god give me a plan for',Pos
'how u gon throw ur baby to fite anotha female how u eem gon argue wiv anotha female when u got ur baby there',Neg
'the absolute delight in realising what the song in your head is',Pos
'fell for this silly goose butterflies memories',Pos
'cant take it when everything just catches up on me',Neg
'im not sure if i would know what a good feeling feels like anymore',Neg
'passed maths happy grade c results happy girl jumping with',Pos
'havent been this happy in awhile smiles everywhere thingsaregoingright',Pos
'staying in statesboro was the right choice futureplans',Pos
'its almost like im deliberately missing towie',Neg
'please be quiet stfu nicely',Pos
'this has been some week prayers happening more often on my tl than ever before last week it was ware now its boston and texas',Neg
'its so much easier to pursue things when you have the support of people that care thankful determined',Pos
'its so nice to be happy lalalala aww heart fangirling fangirl hapyfangirlme',Pos
'great win for the spartans tonight glad i could help to score the winning goal cmon you spartans posemoti passion',Pos
'thank you posemoti all good flower day till weekend takes over',Pos
'i knoow was so excited to see liams and its the worst',Neg
'every night something happens between us',Neg
'ive had the epilogue from les mis stuck in my head all day',Neg
'wish i was going to australia with my mommy i would give anything',Neg
'youre important',Pos
'not that its a big deal but summer break starts weeks from today',Pos
'on my birthday theres nothing i like more than lazily browsing the wisden my girlfriends given me',Pos
'its a good feeling when you see other people smiling because of you',Pos
'missing it already',Neg
'aww thats a shame',Neg
'classes got over before time',Pos
'idk what i am gonna do this summer when wednesday comes and there is no fried chicken',Neg
'on way home from such an amazing holiday flewby',Neg
'wtf i dont understand how i managed to do this to myself bump head cry tear random',Neg
'brazil girl day cool',Pos
'david camerons ploy to get the sikhs into downing street in order to get more diverse voters voting conservatives vasakhi',Pos
'really you cant handle your own shit',Neg
'awarded article of the month by opinion panel for my article on lad culture and the spotted craze we saw in january',Pos
'sozinho basico da manha posemoti school friends girls monah martiins',Pos
'the fact that we have no school tomorrow',Pos
'sillyfaces family tititime love happiness smile blessed mylife',Pos
'whys everyone so negative about this weather the grass is gonna grow which equals more food for my goat',Pos
'second last day of work at long and mcquade',Neg
'no more field work next year with the schools fuckers lost their grant as case',Neg
'well a think am going to have to walk them the now negemoti lazy',Neg
'school student bored books photooftheday beautiful goodmorning',Pos
'that moment when you realise the funniest part of your day was school hours',Neg
'smile dimples',Pos
'pregnancyproblems thestruggle hugebelly',Neg
'rediscover your faith with these christian ebooks',Pos
'negemoti good lord what an explosion',Neg
'this weather makes me so tired clouds needthesun',Neg
'ugh need to go home',Neg
'day at the park',Pos
'just tried desperately to get attention in burke now i look dumb and he didnt see me',Neg
'niggas will show these random people more love then there own relatives when they die',Neg
'i compare every person that talks to me to you ngl',Neg
'missing the himyk cantus negemoti',Neg
'no one prepares you for death i cant believe she died today negemoti rip cantbelieveit soyoung iloveyou',Neg
'yes i see the snow outside please no more pictures on my newsfeed of any sort fucksnow',Neg
'i was craving some chinese food and apparently my sister can read minds she brought chinese sweet',Pos
'fresh sheets and pjs straight out of the dryer',Pos
'photo ilovekrislynjoy happy birthday jessica jung birthday snsd smile instahappy jessica',Pos
'cheer up otherfishinthesea',Neg
'a big birthday shout out to senior its a great day for a birthday and an sec championship practice round lvfl',Pos
'posemoti blessed thankful luvluvluv photooftheday instadaily',Pos
'im just killing time',Neg
'going to bed alone is the worst feeling ever',Neg
'bittersweet goodbyes barbie',Neg
'when you see someone you liked during freshman year of college and you get so nervous that you literally run away heactuallygotcuter',Neg
'mgaalaalangtagulan for cinefilipino and sanadati for cinemalaya soon yay excited indie film',Pos
'i just discovered i have got two albums of ne yo',Pos
'tits and ass all weekend centerparcs girls rapids',Pos
'headed to round soproud',Pos
'you are the air i berate i swear although i know you dont belong here love sortofhappy',Neg
'only if you knew',Neg
'italy rome she me friends love like instaphoto',Pos
'its to know that i miss you love so much babygirl',Pos
'just spotted my dream vehicle a chanel van filled with chanel posemoti chanel clothes london fashass',Pos
'morning early lost vineportraits',Neg
'good evening love me girl cute eyes hair k7 instagood instalive picoftheday',Pos
'waahh thank you lord posemoti posemoti',Pos
'i needa blunt another tattoo',Neg
'it was good i hope koi sign miley details du gi in some time',Pos
'this is a tweet posemoti tweet twitter good bird ness',Pos
'me in the morning gotta get fresh then throw myself downstairs school no tired',Neg
'points in the bag cfc chelsea',Pos
'just made my run and workout pointless after half a pint of chocolate chip ice cream',Neg
'bitch you almost years old and you think your the shit and you be trading fucking pokemon cards oh you the shit pathetic growup',Neg
'really hurt right now',Neg
'hope this job really call',Pos
'made the front page of buzzfeed awesome',Pos
'last day at res negemoti firstyearover crying',Neg
'weights in was amazing fun posemoti day getting big',Pos
'what is happening to the world tragedy every day',Neg
'i wonder if i would feel much differently if i wasnt in boston on monday or my niece wasnt on the subway im still pretty unnerved',Neg
'baseball tonight soniceout favourite',Pos
'my stc id is even better than my ust id t t',Neg
'baby called me on her break posemoti',Pos
'this boy has made me happier than i ever thought i could be heart jordan boyfriend love',Pos
'a wee bit of james last playing in the background and a wee glass of sorted',Pos
'best news ive gotten all day one more of tanning',Pos
'i hate seeing the ones i love hurt or crying it breaks my heart negemoti',Neg
'feeling like im isolating my self again justwannabebymyself',Neg
'why cant i be cute negemoti ugly',Neg
'im falling even more in love with you',Pos
'something about you just makes me smile instantly',Pos
'every morning i make breakfast tea sit down and go to its the only site where i can get cnn maury in one place lol',Pos
'i searched for it no crab',Neg
'bom dia sp brazil likeforlike iphone',Pos
'not being able to see people for a couple days cause they died',Neg
'rainn joy',Pos
'cant wait to chill with the girls this weekend with gunnabeagoodweekend fun besties yay yolo',Pos
'got myself a new haircut haircut short lighter hot weather thursday',Pos
'photo goodmorniing and god bless peace stripes smile blessed',Pos
'omg how good was first look hollyoaks crying hollyoaks goodbye jacquimcqueen amazingactress',Neg
'is my life story',Neg
'dog park fun puppy instapup adorable pooped bella blackdogs dogs love millbrook',Pos
'omg bad ass accident that person defintely didnt survive',Neg
'catching up on a gabriel iglesias comedy show at am',Pos
'lol lucky you teamsingle',Neg
'empty gym',Pos
'oh boy a headache',Pos
'i found love once but it didnt last like how i expected hmm',Neg
'good news for once',Pos
'but in reality ill be slaving away at roadhouse all summer',Pos
'declaring a news embargo instead lets consider a picture of pure joy maeghan in the sun',Neg
'mas sweet daw ang time around kaya for the second time i will accept his love again posemoti so counted ko na ulit ah happy',Pos
'good day loverss morningpost wednesday humpday just be forgeteveryone',Pos
'napping in the sunshine beautiful r r justwhatthedoctorordered lovinglife',Pos
'with shapeen hihi sharonpen collage friends faces',Pos
'reading that message made my heart have hope again then a message later made it stop an the hope was lost heartreallyhurts',Neg
'i miss watching the walking dead i feel like apart of me is missing alone tears',Neg
'lifes a bitch just roll with it kids',Neg
'i miss youu broken heart',Neg
'i want to skip all my classes so i can nap drink tea and read all day lazy',Neg
'well i guess they wont ever play defense now',Neg
