Text,Class
'sad beautiful tragic taylorswift red beautiful tragic loveaffair johnmayer',Neg
'because i have dofe on saturday fbm negemoti sa',Neg
'sad because beckys snapchatting people and i dont have it because of my stupid bb hair looks brown haha',Neg
brokegirlprobz,Neg
'broken dontfeelgood',Neg
'buh true fuckingtrue ladies get attracted to guys who dont give dem attention',Neg
'but true',Neg
'but true',Neg
'but true',Neg
'sad but true true joke funny',Neg
'negemoti but true heart',Neg
'bbc news iran earthquake dozens die after powerful impact',Neg
'but true',Neg
'but true before i fall on this pretty face of mine again i ll just end wateva we got',Neg
bummed,Neg
'but truee',Neg
buttrue,Neg
buttrue,Neg
'but true',Neg
'ballpoint art girl',Neg
'badmood surrender',Neg
'awful horrible prayforboston pray4boston pray boston lives death cruel terrible',Neg
'killed more than hurt by bombs at marathon via',Neg
negemoti,Neg
'of the american public has not read a nonfiction book since their last day of formal education',Neg
'afghan investigation finds died in airstrike abc news via',Neg
af,Neg
'sad af leaving to florida soon and leaving my baby behind i fucking love you baby hope to see you soon negemoti depress hopetoseehimsoon',Neg
negemoti,Neg
negemoti,Neg
negemoti,Neg
negemoti,Neg
negemoti,Neg
negemoti,Neg
'skumfukhugs skumfukfamily',Neg
'africa loses over usd annually to treating malaria in this day and age we should not have malaria',Neg
ahh,Neg
'as fuck',Neg
'as fuck',Neg
'ashamed notatrueweezyfan',Neg
'attempt sore',Neg
'negemoti askjuliadorables julquenislove',Neg
aggravated,Neg
'as a muthafucka',Neg
angry,Neg
'alone everybody hates me',Neg
'angry confused strangeday',Neg
'and disappoited',Neg
angry,Neg
'and its my own fault',Neg
'but true you live and you learn a minor setback for a major come back stay tuned',Neg
'repost but truu',Neg
'well oomfs gone',Neg
'its funny cause random bombings are normal in other countrys',Neg
'i dont like being negemoti',Neg
'enjoying wallowing in pain and drowning on a sea of fast food stay slutty bitch xox eatingandcrying portugalisshit',Neg
'i seriously dont like the fact that im in the same state as and wont be seeing her',Neg
'as long as they see you hurting by their words their happy',Neg
'i know ill miss wearing that long sleeved blouse and below the knee dark blue jumper skirt',Neg
'this time last week i was on the beautiful italian island of capri i am now sitting in my room doing work nonmipiace',Neg
'just want to leave already sick of life dont want to be here anymore depressed life dead',Neg
'just replaced both our roles for next year the end is near negemoti negemoti placement',Neg
'every minute that goes past is a minute closer to the weekend hurryup desperatefordrink',Neg
'niggas say one thing in a song yall change yall lives based on it',Neg
'this week has gone so fast omg only weeks left of year good memories',Neg
'people are quick to judge but never got a chance to kno the person',Neg
'there needs to be a series of miranda otherwise we wont ever know if she gets with gary',Neg
'goodnight since he didnt answer me anymore negemoti',Neg
'yh girll',Neg
'boys schools acting like a girls school',Neg
'agarkar just drops msd and mahela will drop him for the next match dd ipl csk',Neg
'all i want in life is to tweet something good enough for you to retweet',Neg
'was snachatting about people and they all slowly died on me',Neg
'i hate faking my mood and smile please someone just end it now depressed dead life',Neg
'we blame society of everything but we are society',Neg
'shid ppl well do any thing fa there reputation',Neg
'sinking in that im acctually leaving shit',Neg
'some people have no sense of humour boring',Neg
'i think you mean imaginary friends governments dont have as many friends as govlab',Neg
'i know i tried to tell him be a good boy but he doesnt listen',Neg
'ugh i wish mcr never broke up',Neg
'this world is so broken',Neg
'im never ganna get noticed by x',Neg
'asif me and just called the ryan gosling helpline hahahah',Neg
'does the unfollow button make you feel powerful',Neg
'when you let someone take over your senior year because youre in love and forget about all your best friends youllregretit',Neg
'i miss my girls negemoti',Neg
'ladies with self respect and morals are close to being extinct',Neg
'i keep too much bottled up',Neg
'i bet graduation will be the last time i see talk to some of my friends but true oh well',Neg
'u fuck w everybody',Neg
'feeling lonely is the worst feeling ever negemoti',Neg
'i hate being home alone lonely quiet',Neg
'i have yet to find a girl thats even girlfriend worthy at ship',Neg
'afraid that no one is reading my posts need to generate more content use more hash tags worried wine',Neg
'prayers for the people affected by the explosion in texas tonight',Neg
'the fact that some females think having a negga baby is gonna make them main hoe or put first',Neg
'i am so home sick its unreal',Neg
'brazilian doctor killed patients to free up hospital beds police say unbelievable',Neg
'ex girlfriends never seem to understand when a relationship is over',Neg
'hate the feeling of never being accepted for who i really am i always have to put a fake smile on and go thru the bs',Neg
'i bet graduation will be the last time i see talk to some of my friends but true oh well',Neg
'when your once called best friend now seems like a stranger',Neg
'i cant do it i miss you come back please hurry',Neg
'no but for real though watching people vine in public is the saddest thing ive ever seen vine is for dumbasses',Neg
'have come to the realisation of something',Neg
'explosions everywhere only thing sad about it is were the ones pulling the strings',Neg
'alright for real who is hiring in the ottawavalley i need a job this isnt funny anymore',Neg
'it always sucks to lose a friend especially when neither of u want to stop being friends',Neg
'i h8 put on my earings its like my ears feel naked',Neg
'cant believe that in almost an hour nora will be doesntfeellikeayear growinguptofast',Neg
'the longer i look at my legs the paler i feel',Neg
'negemoti we miss you too babe its not the same without you',Neg
'day for british politics today r i p ironlady',Neg
'mama is such a scary film until you get to the end you just cry whataletdown anticlimax shit gladthelittlegirldiedthough',Neg
'yo lost his truest friends',Neg
'so many people in high school dont think ahead and then these four years are the best four years of their life',Neg
'as much as i love the celtics theyre not getting by the knicks buttrue',Neg
'no being able to sit next to ur bestfriend in class',Neg
'when are you coming back missyou likeforreal',Neg
'we have more students pregnant at our school than teachers come to think of it',Neg
'love snapchat keepsmeamused',Neg
'dexter is ending after season say it isnt so',Neg
'im a nobody to alot of salem high kids lmaoo highschoolchangespeople',Neg
'writing new records think im just gonna publish all this new stuff on itunes this summer dance sexy love covering lots of topics',Neg
'im only one guy seen my body many cant say the same i can',Neg
'memorial for year old killed on macon drive when a door fell on her',Neg
'i only liked one of my senior pictures',Neg
'as much as im trying to stay away from this news how does this not break your heart this year old died',Neg
'so sad i have to leave and soon crying lovepitt',Neg
'west tx news conference with mayor tommy musk there are alot of people who i am sure are not going to be here tomorrow',Neg
'the problem with our country today is we revolve our relationships around twitter',Neg
'oomf got every pic of her in leggins thats',Neg
'dead so far in texas and theyre still finding people',Neg
'some girl is talking about i love my boyfriend',Neg
'smh dont even know your sis twitter name lol if you go to enloe why you still up',Neg
'for just you to can own the us senate guncontrol',Neg
'thats video of the explosion made me cry',Neg
'chief keef done got everybody thinking they drilling shit lbs',Neg
'maths result made my birthday not gunna lie',Neg
'im now accepting any shirts without on them for disaffiliation',Neg
'umm i just look at the teacher and she gave me that holy shit shes gonna fail look hahahaha buttrue',Neg
'why is soccer so rude to my feet soccerprobs rude foreverhavinggrossfeet',Neg
'i think is the first person to give me a shout out ahaa',Neg
'cant run a damn race these days',Neg
'feel like a failure not in my eyes your notu vic',Neg
'wishing it would bw this nice for prom negemoti',Neg
'wow one tragedy after another remember guys prayer isnt a hashtag its an action tweeting praying does absolutely nothing',Neg
'indeed when you receipt quran and by the remembrance of allah ur heart becomes at ease try it when you angry and even heart broken',Neg
'he in jail for child support chill struggle carlos lawn mowing burrito munching mexican',Neg
'i think enrique already gone lol badenrique askenrique',Neg
'the fact that im one of those girls who cant go to their mom when theyre hurting',Neg
'tired and i need a hug',Neg
'i swear its one disaster after another in this day and age anymore',Neg
'nationalboyfriendday would be exceptional if i had one',Neg
'henry is like my only guy friend',Neg
'i just need a hug lonely',Neg
'last night as a youth bittersweet',Neg
'first boston and now texas too many deaths and injuries prayerforboston prayfortexas',Neg
'the uk has soo much talent the uk industry just dont know what to do with it',Neg
'wish i could go to the stars dance tour but i cant negemoti selenator',Neg
'derplanets derworld dernation dercity derville',Neg
'realizing that tomorrow i will be playing my last game as a wildcat planolax pshs',Neg
'when you want to open up but then you think ehh betta not',Neg
'wys if you fuckin niggas you bitches aint bad you',Neg
'nowadays women be so fucking picky i swear they all seem to be looking for this same made up imaginary dude',Neg
'every incident is an attempt to awaken our humanity',Neg
'but truu',Neg
'canteventalkaboutit shitdick',Neg
smh,Neg
'some people really need to get a life not1rule41 nottheother',Neg
songs,Neg
smh,Neg
'sleep boatarde',Neg
'skumfukhugs skumfukfamily',Neg
single,Neg
'separatedfrombirth lol',Neg
'so very heartbreaking the things that happen in this world father be with all hurting',Neg
'sick blond me',Neg
shouldhavebeensallyfield,Neg
'still in my mfn feelings smfh',Neg
story,Neg
'sad story of father reuniting with his son happiness',Neg
'thank god for music musicfeedsyoursoul ravesaves',Neg
'tgat i live in west texas and i didnt even hear about it till i got on instagram and live like an hour awat westtx',Neg
'sad that if i do manage to get the job after my trial i cannot wear nail polish art',Neg
'sad that no one does any romantic shizz anymore romanceisdead',Neg
'that my husband thinks i am an incapable mom incapablemom',Neg
'school hate',Neg
'tears runnin down my face lonely thats what i need but wishin u were here for me',Neg
'tat sachin n ricky pair s not clicking p',Neg
'tat sachin n ricky pair s nt clicking together',Neg
'stupid thoughts',Neg
'sydney is so far away sob',Neg
'sweater instagirl infinity instacamera red hear',Neg
'theend iphone iphonography shame despair',Neg
'school friend lovehim funny like cute followme',Neg
scaredmomma,Neg
prin,Neg
'quote true my status fin message to you instragram instragramers',Neg
'i missed days of school',Neg
'prayfortexas prayforboston',Neg
'prayers caught on camera fertilizer plant explosion near waco texas via',Neg
pray,Neg
poetry,Neg
pain,Neg
'yeah dawg bitches think they smart smh',Neg
'pandaface nakey',Neg
'pick things you are grateful for every day it creates positive feelings a hopeful outlook in life stressfreewinter',Neg
partofmylifegone,Neg
rip,Neg
'waduuh g iso mgrbn negemoti',Neg
'sad sad sad sad as sad sad sad sad',Neg
'day my dermal rejected',Neg
'moresad wanttocry',Neg
'saying goodbye to my amazing and awesome students',Neg
'sad sad sad sad sad sad',Neg
scary,Neg
'i get tired of sleeping alone but hell ill prolly be doing this shit the rest of my life',Neg
'if youre still a virgin lilkem',Neg
'when you want to open up but then you think ehh betta not',Neg
'first time going to school on time since december',Neg
'bitches be more worried bout having an ass then having a brain',Neg
'hi baby check yuh whatsapp',Neg
'only more episodes of theoffice how depressing negemoti',Neg
'muslim woman in ma was attacked by a white man because he blamed muslims for marathon bombings',Neg
'sad thg thehungergames katnisseverdeen peetamellark catchingfire love book reading',Neg
'this shit makes me angry hang up those bastards',Neg
'but if im bored theres nothing on tv im like wheres my phone hooked lol its my life lol',Neg
'the order didnt make it today',Neg
'again ppl continue to prove that the mental health in our country is a problem and under funded',Neg
's o to the old lady with a hole in her neck from smoking but ur still kickin u go gerl',Neg
'same shit diff douche',Neg
'watch the next time we talk be graduation negemoti',Neg
'were all entitled to our opinions mine is you are either bitter delusional or a writer desperate for attention',Neg
'i miss it too much happiness and fun being part of it still go back every now and then but its upsetting',Neg
'well a think am going to have to walk them the now negemoti lazy',Neg
'said no woman ever but true',Neg
'more tiger fans than ms fans',Neg
'sainsburys then bed grumpy',Neg
'i was so bored the other day i tried to fb bethia haha badhairdayeveryday',Neg
'you were supposed to send me a ticket on candy crush haha',Neg
'negemoti but my booty was so excited',Neg
'luz kareem felix jalen tyler meanies ditched crying aww',Neg
'ugh why cant you be in toronto',Neg
'saw a full grown adult with a popped collar',Neg
'saw a banner on a church this morning on the way to work it said jesus is a circus im sure the clown will do the preaching',Neg
'safe to say that im screwed for education and research methods tomorrow sigh',Neg
'saved this lil guys life now the tough part of trying to find him a good home negemoti rescue takemehome',Neg
'satisfied with my business law revision for today now sleep and last day of mini pupillage tomorrow',Neg
'i would believe it but that doesnt mean i think its healthy',Neg
'never got anything',Neg
'the atheists i usually run across on twitter are atheists extremists w no desire to hear other ideas and philosophies',Neg
'sat crying at lord of the rings what has happened to me haha',Neg
'sat crying at hours in a e wow emotional',Neg
whydoesshehateme,Neg
why,Neg
'truth pray for everyone prayfortexas prayforboston prayfortheworld prayers unite peace',Neg
true,Neg
'i dont have a boo real life or twitter no gem and no twitter girl that shower me with nudes life rough bruh',Neg
tweet,Neg
'tsktsk jokergetsitright',Neg
tweet,Neg
'tried to destress but still stressed life dontgiveup godisgood',Neg
'tired unhappy love',Neg
thisworldissad,Neg
'tomorrow im going to take the eldest dog in to be put to sleep the humane way hes getting so much worse its tearing me up',Neg
'tired hungry',Neg
'sad times when you are a third wheel to your brother nobody loves me times',Neg
'owl my return instagram',Neg
tweet,Neg
tweet,Neg
'west texas',Neg
'week in america',Neg
'when i need gain more weight cause the wind is literally blowing me away',Neg
'when its family',Neg
tweet,Neg
'wanttocry whyme',Neg
'unfortunate cruel gullanabibi withdraws from pakelections2013 after taliban threats photo via',Neg
'wantsummer tomorrowisfriday happiness posemoti',Neg
upset,Neg
'vs supersad',Neg
'upset hurt disappointed',Neg
'by default',Neg
'onmyown alone truth',Neg
'olddays face',Neg
'gloomy bored me',Neg
gonnamisshim,Neg
'fvck tired',Neg
'funny cute',Neg
'funny but true wow so the bombers were dark guysand by dark i mean lightgotracism firejohnking',Neg
'sad flight vacationends fuckyoudelta bf lasvegas atlanta orlando',Neg
'face school now sigh today in school i have double math re pe and english atleast',Neg
guilty,Neg
'face shit weather no plans hashtag hehe',Neg
'face that robryan town was closed art illustration london',Neg
'face sketch tired face sketch myown makeit by myself great perfect lovely cute',Neg
guy,Neg
'happened wifi joke',Neg
'happy negemoti s',Neg
negemoti,Neg
negemoti,Neg
negemoti,Neg
'negemoti hug',Neg
'doesnt realize that their headline should now be about prayfortexas gun bill is just politics',Neg
'face over here will have to hit the bars of birmingham to improve things',Neg
'how my x still love me and i dont love him',Neg
'hmu lost tupac life',Neg
'happy to be missing just a sigh tonight at tff2013 happy to watch new dvd of i anna at home gabrielbyrne',Neg
hopeyoucheerup,Neg
'heartbreak dogstagram dog mongrels singseesoon r i p devasted',Neg
'he stay going to sleep smh',Neg
'heartbreaking negemoti',Neg
'hurry up saturday',Neg
face,Neg
'drunk problems help addicted alcohol hornnytimes',Neg
'cry moody',Neg
cute,Neg
day,Neg
'crying heartbroken',Neg
'cry broken heart girl me',Neg
'cringe desperate lonely anythingforattention',Neg
cries,Neg
'case pretty girl with boring sex',Neg
day,Neg
'compromising with bhagwati farsan and wafers when garden chips not available',Neg
'confuse sick',Neg
confused,Neg
'day lol',Neg
'sad day magic',Neg
'saddest moment of my childhood is when simba says dad get up we gotta go home lionking simba',Neg
'depressing gooddog',Neg
'saddest tv episode ending ever homebodies csi lasvegas tv s04e03 remember',Neg
'down theblues unhappy hangon keepthefaith believe',Neg
'doggy out side shop woof bark dog pet instapet lol',Neg
'lol ion even know how to turn up anymore smh',Neg
depressing,Neg
'depressed imissmyhair',Neg
'deepdepression ohgod',Neg
'saddened feeling like kuan yin hearing the cries of the world pray kuanyin compassion shewhohearsthecriesoftheworld',Neg
'depressed familyproblems relationshipproblems forgive lifeishard negemoti',Neg
'depressed anorexic',Neg
'i apparently missed the best night on the internet ever conferencesgoaway hploves',Neg
'i dont feel like myself today i feel depressed and sad',Neg
'sad i have lost friends because of some one else kills me how i dont give a fuck',Neg
'sad moment when i come home from work and looking around for my cousin and they go back to colorado pissed',Neg
'sad moment when u finish watching an anime series accelworld anime',Neg
month,Neg
'miss need cry crush',Neg
'fake is d new trend i guess',Neg
missingyou,Neg
'missing a loved one hbp grandpa',Neg
manyprayers,Neg
movingon,Neg
memories,Neg
'missingafriend loveyouandy',Neg
much,Neg
'music on volume up',Neg
'my face alone lonely hijab love hijab frame fotorus instaday',Neg
now,Neg
'now im going to turn obese with no more cheer',Neg
'oh so very sad',Neg
off,Neg
'man killed in goodlettsville lawnmower accident wsmv channel',Neg
notfun,Neg
noanswer,Neg
'sad my nephew babycute nephew instagram',Neg
'noonearound lonely ohwell itslife',Neg
'sadness roughday mad longday tired boring',Neg
'news to hear the passing of a college classmate who died of kidney failure so young to',Neg
news,Neg
'makes meh wanta cry',Neg
mad,Neg
'mad confused lonley inneedofbestfriend fuckthisfeeling',Neg
'in naivasha agricultural land dry so water table is stressed is being sub divided into unsustainable acres',Neg
'inmyfeelings prayingforyoumomma comehomesoon',Neg
'instapict tonight',Neg
'the person im risking ma life for doesnt even have my time is noting',Neg
'i promise i wont make this mistake family come in the picture my go super hard days are over',Neg
'i too love his dog i was suggesting my bro the same dog sasha had kaizer',Neg
'i miss my friend greenday whatsername',Neg
'i have to do homework',Neg
'imissyou ifonly',Neg
'true of police officers in nigeria are attached to very important personalities',Neg
imisshim,Neg
'imcrying why love me please negemoti',Neg
'omg and a happy omg cx omg lol',Neg
'sad it really is prayfortexas prayforboston depressing cruel world bombings',Neg
'judgemental muslim communities bracing for backlash if bostonmarathon suspect bomber is muslim',Neg
'lonely single',Neg
'london marathon silence for boston',Neg
lost,Neg
mad,Neg
lowlife,Neg
jinx,Neg
'life bye',Neg
'kinda day',Neg
'local ems fears dead waco',Neg
life,Neg
'just means it is orchard time',Neg
'kenya loses working hours every year to malaria related reasons worldmalariaday2013 cc',Neg
'just sad',Neg
'bbmmemories addin a girl and den quikly changing ur dp to ur buffest pic lool',Neg
'who btl',Neg
'corrupt cop from my former p negemoti feds accuse former edwardsville police chief of stealing from city',Neg
'so people are too focused on finding someone else to make them happy that they dont know how else to be happy',Neg
'smh the same old ass trick has these sheeple groaning for government safety we need a revolution or something',Neg
'boston thought they had it rough so waco comes in and shows them a real explosion terrible',Neg
'now im going to turn obese with no more cheer',Neg
'tomorrow is the last pantsthursday tragic distraught hurt',Neg
'i just wanna go home selfie me sleepy traveling bus home long drive wah',Neg
'wtf is wrong with people bostonmarathon',Neg
'yall in the east we in the west and yall still hating lol smfh',Neg
'hmm over the disappointment with you',Neg
'that boys voice is gonna be stuck in my head all night',Neg
'some of yall would rather chase followers then dollars',Neg
'truth truth truth',Neg
'would love to just put on my dre beats and listen to music all day on my own',Neg
'dudes be saying some weird shit on here trying to get a piece of ass truuaf i was just thinkin that today',Neg
'i honestly dont believe in love anymore',Neg
'getting cap gown today happy',Neg
'females these days gain attention by losing respect',Neg
'killed a bunny today',Neg
'all i want to do right now is watch psych psych nocable',Neg
'my phone is more dry than something thats really dry textme',Neg
'why do all these incredibly bad things keep happening enjoylife',Neg
'wheniwasakid my mom and dad were my heroes',Neg
'good luck to my nigga at competition this weekend sucks i cant be there but i know yall will kill it s dancelife',Neg
'hate having an iphone and social networking sites my phones never out my hand wontgiveitupthough',Neg
'i get excited over little things like new soap that smells like french vanilla now i cant wait to take a shower',Neg
'going out without my loves makebestofit',Neg
'brendia my mummy was mussy talking today in school she told my mother i bipolar lmfaoo smh',Neg
'oh poop let of my coffee go cold time to make a new mug need a coffeebreak now coldcoffee badtimes',Neg
'all these bad things happening in our country make me sick praying',Neg
'im going to miss this summer',Neg
'online war bullyville kate gosselin vs her detractors only served to embarrass her children further imo',Neg
'all of yall are fake i can only trust about whole people',Neg
'i like him but he just wants to be friends',Neg
'done with all this drama like im only and i always have something going on',Neg
'photo hardest part broke night morning day whatever love',Neg
'hardest part broke night morning day whatever love',Neg
'apparently occ is not bully free example goldenrule stillappliestoyou idonthateonyourawfulsinging',Neg
'wow i cant even comprehend the magnitude of sadness in west i will never watch that video again ever prayers',Neg
'females claim they dont like me but follow me too get in my business and try keep up with me',Neg
'still praying for boston but now praying for west texas this world is changing and not for the best',Neg
'the aatw video makes me miss the concert so much',Neg
'there are people who will spend their whole lives chasing worthlessness',Neg
'girls getting pregnant at',Neg
'why does mother nature hate me and my plans of having a fun night weekend why why why annoyedbeyondbelief',Neg
'everything is so different now',Neg
'addicted to snapchat',Neg
'never know when im going to change moods do it all the time happy happy',Neg
'these bitches be tryna get over',Neg
'only a month till graduation but ready for summer',Neg
'hate unsocial hours didnt realise how much of an effect they would have face',Neg
'had to remake my twitter negemoti forgotmypassword',Neg
'pirlos son died of cancer tonight wtf',Neg
'this is so bad omfg im so dissapointed im so disappointed in him',Neg
'the meal isnt over when youre full the meal is over when you hate yourself truth',Neg
'little kids honestly have a better social life than me lmfaoo',Neg
'just why this happens in usa',Neg
'walter at the vet',Neg
'well looks like my babe is calling me she is soft and most importantly my bed single',Neg
'my life consists of me counting down the minutes for another life on candy crush addicted',Neg
'cant believe its nearly been a year since prom takemeback gettingold',Neg
'stressing so much for my exams in may and june its quite scary how its so close times',Neg
'wish was brought into this world a bit earlier and could come out with us tomorrow night',Neg
'finding your old memories with your old bestfriend',Neg
'omg this has me shook o o',Neg
'cant believe i wont be on that stage this morning with all my drama friends negemoti missdramaclub',Neg
'its so weird how much youve changed within a couple months',Neg
'really wish i was there with to hit herwhen the lakers do something good depress cutsforbieber',Neg
'bitches do anything for attention',Neg
'ive decided we should just eliminate the month of april too many bad things have happened tragic waco boston',Neg
'she done had everybody',Neg
'our last lunch together tomorrow we need a group pic',Neg
'praying for family and friends of victims in waco and boston',Neg
'so excited thinking ill treat myself to a big lunch today i cant even eat all of it lol',Neg
'cant wait for turkeygaffplease',Neg
'damn negemoti',Neg
'having trust issues',Neg
'the crowd singing the national anthem in boston before the hockey game gave me chills',Neg
'well that really sucked badgame crabbyman',Neg
'as much as i say i want to graduate the thought of never seeing the majority of my friends scares me bittersweet',Neg
'i can never sneak into ricks because every single person knows who i am underageissue',Neg
'its masterchef the highlight of my days at the moment dontcare iheartjohnandgreg',Neg
'missing someone who dont give two shits about you is always a bummer',Neg
'your amount of ignorance is beyond what i can imagine lmao',Neg
'hate when people get involved in things they dont believe in just for attention',Neg
'our sub plays better than that',Neg
'this tweet just sums america up guncontrol whydonttheygetit',Neg
'i just feel lonely lately come on over love',Neg
'yuu reachh',Neg
'it took two whole days for a random muslim to get assaulted in boston',Neg
'hi hairgrip cool suprise face bored followme instagram instagood curly hair lip',Neg
'when dance stresses you out more then school',Neg
'hurt cry',Neg
'this world is crazy prayfortexas',Neg
'my friends make me so happy and then when im not with them i feel all depressed again',Neg
'dory fish nemo love swag poissons enfants children me girl hate cool fun joke me lol suckers',Neg
'i miss rato my girl',Neg
'prayfortexas especially the firefighters who were working that fires familys heartbreaking',Neg
'people need to grow up instead of spreading pathetic rumours itll just come back at you karma getalife childish',Neg
'tonight the dr who gods took my david tennant away dontwannatalkaboutit yesido help',Neg
'hate how some fellas are soo fucking full of themselves',Neg
'one of those nights when i just need to curl up in bed and cry worstday',Neg
'watching the plant explosion in texas on tv made my heart sink',Neg
'this seriously made me think',Neg
'what is this world coming to',Neg
'thinking how over the next weeks you may not see some of the people you have spent the last years with',Neg
'dont know who to trust these days',Neg
'funeral sexy lol those hashtags on one picture im crying',Neg
'he lookin too good dontevenknowhim neveragain',Neg
'the worst thing about high school is growing apart from people you used to call best friends',Neg
'they have them and people actually have gotten them for me every year for my birthday',Neg
'i could be your hero baaby',Neg
'truestory syria burma palestine',Neg
'everyone basically went to the meet greet with phil alan besides me',Neg
'soccer used to be my blood sweat and tears but now im growing up and dont have the time anymore',Neg
'im always only texting one person two at the most lol thestruggle ohwell',Neg
'you cant make this stuff up new york times front page april',Neg
'its weird how one day you think you mean so much to someone but the next day they dont want to know you anymore',Neg
'the reason my girlfriend is dating me negemoti',Neg
'the seniors are getting their class picture on the myers steps right now gonnamissthem',Neg
'imiss you heart sorry heartbroken',Neg
'aww shyt whats this world coming to smh',Neg
'you were bad at football anyways you never played',Neg
'gotta hit the comicbook store before they my pull box comic discounts ill be',Neg
'i know i dont have a life when i rather stay at home then go out on the weekends ohwell myfriendsunderstand',Neg
'national boyfriend day too bad i dont have one',Neg
'some niggas',Neg
'feeling sad today',Neg
'dengie boys thinking their london boys erm no cringe',Neg
'big girls dont cry gets me again so emotional negemoti cryinlikeababy guessimnotabiggirl tears',Neg
'not even tissue u cah trust nowadays',Neg
'last day in norway believetour believe hope you come back norway loves you',Neg
'eating eggplant lasagna by myself at a strangers house highpointmarket',Neg
'last choir concert tonight',Neg
'awh i didnt get to see your beautiful face todaay noticemee',Neg
'forcing myself to stay up to hear the final rap battle so i can rap to it eminem',Neg
'miss seeing in his firefighter uniform at our school',Neg
'when people make it seem like they were the good person when they werent',Neg
'catholics and protestants in this country are as bad as each other never going to change',Neg
'waco texas is on the map again for the wrong reasons',Neg
'dead in kenya from freak floods wont even make british news',Neg
'i wish i could see every thing negemoti blocked',Neg
'cant sleep thinking whyme',Neg
'i know a lot it aint nothin but hoes in rockford i know every one',Neg
'i miss boyfriend',Neg
'why is it when everything is going right we try to find something wrong with the picture',Neg
'my buddy hasnt been on twitter',Neg
'been banned from following any more people negemoti',Neg
'fuck me so sad to see petrov like he is looks so ill getwellsoon',Neg
'almost started crying at the drama awards senioryear',Neg
'i hate knowing i have no money broke',Neg
'prayfortexas am so knowing that my state my people were involved in that explosion i hope everyone is ok and am praying for the lost',Neg
'holy moly it all ends tomorrow excited scared',Neg
'people judge too quick before they even get to know someone or something',Neg
'seriously heartbroken',Neg
'devastated that i have to miss the van dyk ring toss tourney this year worstnigtmare granniesgettinlit',Neg
'this little girl doesnt deserve this prayforavery',Neg
'really missing things today weird',Neg
'any female thts pregnant showing at the club is definitely fr',Neg
'unbelievable scenes in texas shocking',Neg
'happy themaine true',Neg
prayfortexas,Neg
'mornings come so fast',Neg
'its funny how people say they miss you but then you want to hang they act like they dont know you',Neg
'never anwsering your calls agian',Neg
'hahahahah my stupid generic tweets always get retweeted where my well thought out ones get nothing',Neg
'sick of everyone instagramming the new ribena flavours bro',Neg
'no text',Neg
'my thighs fight over which one is gonna come first as i walk',Neg
'i tweet more at work than i do at home',Neg
'i have people i can trust with everything out of everybody in whole world',Neg
'our country and all these tragedies prayforwesttx',Neg
'so my mister has just told me hes off to work in ibiza for months negemoti dontgoodontleaavepleasestaaywithmee hahaha',Neg
'feel sorry for the people who have nothing better to do than hack into my twitter lowlifes',Neg
'should be flying to tampa tonight heartbreak taylorswift waa whinygirl',Neg
'could this day get any worse i just want to be happy cantdothis igiveup',Neg
'some people smoke weed to try to look cool',Neg
'i forgive to easily i really need to stop that sorrynotsorry',Neg
'some things seriously jus kill my soul',Neg
'i wish i knew of all the drama thats going on on twitter right now nofriends',Neg
'gene judes flooded canteven',Neg
'my roomie is leaving me this weekend for an apartment',Neg
'its always so nice on school days but freezing cold on the weekends negemoti notfair',Neg
'mortgage relief checks are doing something they shouldnt bouncing finance',Neg
'but realistically i could never be a vegitarian wishicould animals rip',Neg
'my life is literally falling apart in front of my face and i cant do anything about it but watch it fall terribleday',Neg
'a cuddle would be appreciated right now lonley',Neg
's o to the old lady with a hole in her neck from smoking but ur still kickin u go gerl',Neg
broken,Neg
'never tweets about me negemoti',Neg
'just cried my eyes out at the new episode of how i met your mother sogood',Neg
'not ready for this exam exams fuckexams fuckbacktobackexams',Neg
'ugh i still dont know what to do',Neg
'people will do anything to get attention',Neg
'sad that you never even text me anymore wishyouwould',Neg
'softball eating at ryans we dont even get to eat',Neg
'i question why god puts people in your life when they cant actually be a part of your life',Neg
'seeing all these grade make me see what my baby bro is gunna be like growinguptofast',Neg
'ever want to help someone so bad but theyre just not willing to accept help butiloveyou',Neg
'goodnight exsausted',Neg
'the fact that thinks shes a boss cause she can do the cup song better than haha',Neg
'its crazy how girls than fuck around with their bestfriends boyfriends fake hoes',Neg
'so many girls i just cant stand anymore',Neg
'why do i feel like this',Neg
'not wearing anything because i do not own anything nice',Neg
'posemoti omg my little shadow will be sunday',Neg
'i love my mom and dad and their tough love approach its made me who i am but sometimes i need a hug guiltridden pointmade',Neg
'almost unbelievable raw video from texas fertilizer plant explosion tonight',Neg
'its like everything is happening at once',Neg
'has replaced the filioque with nothing',Neg
'i should be now with and have fun i want just one concert is that really so much negemoti broken heart depressed crushed',Neg
'memories oh they cut like knives',Neg
'why is there so much violence in the world negemoti bostonmarathon',Neg
'we used to talk every day and now we barely say hi once a week',Neg
'local ems fears dead waco',Neg
'wish there was a laredo taco company here hungry',Neg
'life really can get you down sometimes',Neg
'your gorgeous but with the most awkward personality ever',Neg
'i think this is now the time ive watched my penalty from the other night ncfc you me both',Neg
'when all people have to look forward to in their life is rodeo and',Neg
'what perfect stay in watch a movie and cuddle night oh wait lonely',Neg
'wish things were back to how they used to be everythings changed in a bad way negemoti',Neg
'g a l a u negemoti me galau girl pict lonely',Neg
'oomf is a twatcher lol',Neg
